package,name,composable,skippable,restartable,readonly,inline,isLambda,hasDefaults,defaultsGroup,groups,calls,
team.applemango.runnerbe.feature.register.snslogin.component.SnsLoginScreen,SnsLoginScreen,1,0,1,0,0,0,0,0,1,2,
